dataframe_name,total_rows,total_columns,schema_validation_passed,validation_error_count,missing_values_total,missing_values_per_column_json,data_types_per_column_json,primary_key_null_count,duplicate_pk_values_count
Recommendations,904,7,True,0,431,"{""contractor_id"": 130, ""contractor_name"": 130, ""contractor_image_url"": 171}","{""recommendation_id"": ""object"", ""profile_id"": ""object"", ""message"": ""object"", ""recommendation_created_at"": ""datetime64[ns, UTC]"", ""contractor_id"": ""object"", ""contractor_name"": ""object"", ""contractor_image_url"": ""object""}",0,0
