dataframe_name,total_rows,total_columns,schema_validation_passed,validation_error_count,missing_values_total,missing_values_per_column_json,data_types_per_column_json,primary_key_null_count,duplicate_pk_values_count
JobSolicitations,743,10,True,0,438,"{""contractor_message"": 101, ""worker_match"": 96, ""contractor_id"": 34, ""contractor_name"": 34, ""contractor_image_url"": 68, ""client_overall_rating_for_job"": 105}","{""solicitation_id"": ""object"", ""profile_id"": ""object"", ""solicitation_created_at"": ""datetime64[ns, UTC]"", ""contractor_match"": ""boolean"", ""contractor_message"": ""object"", ""worker_match"": ""boolean"", ""contractor_id"": ""object"", ""contractor_name"": ""object"", ""contractor_image_url"": ""object"", ""client_overall_rating_for_job"": ""float64""}",0,0
