profile_service_pk,profile_id,service_offered
2271,612612dcf63f1f001d8f0106,Passar
2272,6126173af63f1f001d8f0113,Faxinar
2273,6126173af63f1f001d8f0113,Passar
2274,61261b4cf63f1f001d8f012f,Faxinar
2275,61261bbcf63f1f001d8f0132,Cozinhar
2276,61261bbcf63f1f001d8f0132,Lavar
2277,61261bbcf63f1f001d8f0132,Passar
2278,61261bbcf63f1f001d8f0132,Faxinar
2279,6126286cf63f1f001d8f0169,Lavar
2280,6126286cf63f1f001d8f0169,Faxinar
2281,6126286cf63f1f001d8f0169,Cozinhar
2282,6126286cf63f1f001d8f0169,Organizar
2283,612636f9f63f1f001d8f0182,Faxinar
2284,61263a08f63f1f001d8f0190,Faxinar
2285,61263a08f63f1f001d8f0190,Passar
2286,61264e666f141900338c10f6,Faxinar
2287,61264e666f141900338c10f6,Lavar
2288,61264e666f141900338c10f6,Passar
2289,612663fb6f141900338c112f,Faxinar
2290,612663fb6f141900338c112f,Organizar
2291,612663fb6f141900338c112f,Limpeza Residencial
2292,612663fb6f141900338c112f,Limpeza Pós-Obra
2293,612664216f141900338c1131,Faxinar
2294,6126659a6f141900338c113a,Faxinar
2295,612668c135e019001da4b13e,Faxinar
2296,61266fca4ce23d001d8133b5,Cozinhar
2297,61266fca4ce23d001d8133b5,Faxinar
2298,61266fca4ce23d001d8133b5,Lavar
2299,61266fca4ce23d001d8133b5,Passar
2300,612672754ce23d001d8133c2,Cozinhar
2301,612672754ce23d001d8133c2,Faxinar
2302,612672754ce23d001d8133c2,Limpeza Residencial
2303,612672754ce23d001d8133c2,Passar
2304,6126783caae51c001dd62b3a,Faxinar
2305,6126783caae51c001dd62b3a,Passar
2306,6126783caae51c001dd62b3a,Limpeza Residencial
2307,6126783caae51c001dd62b3a,Vidros e Fachadas
2308,6126783caae51c001dd62b3a,Higienização e Impermeabilização de Estofados
2309,612681ddaae51c001dd62b76,Faxinar
2310,61268758aae51c001dd62b8a,Lavar
2311,61268758aae51c001dd62b8a,Passar
2312,61268758aae51c001dd62b8a,Cozinhar
2313,61268758aae51c001dd62b8a,Faxinar
2314,61268bc6aae51c001dd62bb4,Faxinar
2315,6126a4ef433da708fe13d0a0,Faxinar
2316,6126a4ef433da708fe13d0a0,Lavar
2317,6126a786433da708fe13d0ba,Faxinar
2318,6126a786433da708fe13d0ba,Passar
2319,6126a786433da708fe13d0ba,Organizar
2320,6126a786433da708fe13d0ba,Lavar
2321,6126ba8d433da708fe13d10e,Passar
2322,6126ba8d433da708fe13d10e,Faxinar
2323,6126ba8d433da708fe13d10e,Organizar
2324,6126be73433da708fe13d119,Faxinar
2325,6126be73433da708fe13d119,Lavar
2326,6126be73433da708fe13d119,Passar
2327,6126be73433da708fe13d119,Organizar
2328,6126ccbd433da708fe13d12e,Lavar
2329,6126ccbd433da708fe13d12e,Faxinar
2330,6126ccbd433da708fe13d12e,Organizar
2331,6126ccbd433da708fe13d12e,Passar
2332,6126f724433da708fe13d1cd,Faxinar
2333,6126f724433da708fe13d1cd,Passar
2334,6126f724433da708fe13d1cd,Lavar
2335,6126f724433da708fe13d1cd,Organizar
2336,6126fd99433da708fe13d1d5,Faxinar
2337,6126fd99433da708fe13d1d5,Cozinhar
2338,6126fd99433da708fe13d1d5,Lavar
2339,6126fd99433da708fe13d1d5,Passar
2340,61272d42433da708fe13d20d,Faxinar
2341,61272d42433da708fe13d20d,Organizar
2342,61272d42433da708fe13d20d,Lavar
2343,61272d42433da708fe13d20d,Passar
2344,61279b00433da708fe13d26f,Faxinar
2345,6127c191433da708fe13d2e4,Faxinar
2346,6127c191433da708fe13d2e4,Organizar
2347,6127c191433da708fe13d2e4,Lavar
2348,6127c191433da708fe13d2e4,Passar
2349,6127d040fd1383001dd629c5,Lavar
2350,6127d040fd1383001dd629c5,Passar
2351,6127d040fd1383001dd629c5,Faxinar
2352,6127d040fd1383001dd629c5,Organizar
2353,6127d040fd1383001dd629c5,Limpeza Residencial
2354,6127d40dfd1383001dd629d3,Lavar
2355,6127d40dfd1383001dd629d3,Faxinar
2356,6127d40dfd1383001dd629d3,Organizar
2357,6127da7dfd1383001dd629ed,Faxinar
2358,6127da7dfd1383001dd629ed,Organizar
2359,6127da7dfd1383001dd629ed,Lavar
2360,6127da7dfd1383001dd629ed,Passar
2361,6127eadafd1383001dd62a1a,Faxinar
2362,6127fd3efd1383001dd62a3b,Passar
2363,6127fd3efd1383001dd62a3b,Faxinar
2364,6127fd3efd1383001dd62a3b,Organizar
2365,6128086dfd1383001dd62a49,Cozinhar
2366,6128086dfd1383001dd62a49,Lavar
2367,6128086dfd1383001dd62a49,Passar
2368,6128086dfd1383001dd62a49,Faxinar
2369,6128086dfd1383001dd62a49,Organizar
2370,61280b90fd1383001dd62a56,Cozinhar
2371,61280b90fd1383001dd62a56,Lavar
2372,61280b90fd1383001dd62a56,Passar
2373,61280b90fd1383001dd62a56,Faxinar
2374,61280b90fd1383001dd62a56,Organizar
2375,61282b18fd1383001dd62aa4,Faxinar
2376,61282b18fd1383001dd62aa4,Passar
2377,61282b18fd1383001dd62aa4,Lavar
2378,612831f1fd1383001dd62aca,Faxinar
2379,612862a5fd1383001dd62b5e,Cozinhar
2380,612862a5fd1383001dd62b5e,Lavar
2381,612862a5fd1383001dd62b5e,Organizar
2382,612862a5fd1383001dd62b5e,Faxinar
2383,6128aa0bfd1383001dd62b70,Passar
2384,6128dd75fd1383001dd62bc9,Faxinar
2385,6128dd75fd1383001dd62bc9,Organizar
2386,6128dd75fd1383001dd62bc9,Lavar
2387,6128eeacfd1383001dd62beb,Lavar
2388,6128eeacfd1383001dd62beb,Passar
2389,6128eeacfd1383001dd62beb,Faxinar
2390,6128eeacfd1383001dd62beb,Organizar
2391,61295bdcc23ef6001d56e9ed,Cozinhar
2392,61295bdcc23ef6001d56e9ed,Lavar
2393,61295bdcc23ef6001d56e9ed,Passar
2394,61295bdcc23ef6001d56e9ed,Faxinar
2395,61295bdcc23ef6001d56e9ed,Organizar
2396,6129c1a1c23ef6001d56ea94,Faxinar
2397,6129c1a1c23ef6001d56ea94,Cozinhar
2398,6129c1a1c23ef6001d56ea94,Lavar
2399,6129c1a1c23ef6001d56ea94,Passar
2400,6129c1a1c23ef6001d56ea94,Organizar
2401,612a18bfc23ef6001d56eaa7,Lavar
2402,612a18bfc23ef6001d56eaa7,Faxinar
2403,612a18bfc23ef6001d56eaa7,Organizar
2404,612a424ac23ef6001d56eadc,Cozinhar
2405,612a424ac23ef6001d56eadc,Faxinar
2406,612a424ac23ef6001d56eadc,Organizar
2407,612a424ac23ef6001d56eadc,Lavar
2408,612a424ac23ef6001d56eadc,Passar
2409,612a450bc23ef6001d56eae2,Faxinar
2410,612a450bc23ef6001d56eae2,Organizar
2411,612a60bbc23ef6001d56eb0e,Cozinhar
2412,612a60bbc23ef6001d56eb0e,Passar
2413,612a60bbc23ef6001d56eb0e,Faxinar
2414,612a60bbc23ef6001d56eb0e,Organizar
2415,612a60bbc23ef6001d56eb0e,Lavar
2416,612abd59aa0057001db25bef,Passar
2417,612abd59aa0057001db25bef,Faxinar
2418,612abd59aa0057001db25bef,Organizar
2419,612abd59aa0057001db25bef,Lavar
2420,612ae953aa0057001db25c1b,Faxinar
2421,612ae953aa0057001db25c1b,Organizar
2422,612ae953aa0057001db25c1b,Lavar
2423,612ae953aa0057001db25c1b,Passar
2424,612b897aaa0057001db25c65,Faxinar
2425,612b897aaa0057001db25c65,Organizar
2426,612b897aaa0057001db25c65,Lavar
2427,612b897aaa0057001db25c65,Passar
2428,612bb16eaa0057001db25c94,Faxinar
2429,612bb16eaa0057001db25c94,Organizar
2430,612bb16eaa0057001db25c94,Lavar
2431,612bb16eaa0057001db25c94,Passar
2432,612bb16eaa0057001db25c94,Cozinhar
2433,612bc5f8aa0057001db25cab,Faxinar
2434,612bc5f8aa0057001db25cab,Lavar
2435,612bc5f8aa0057001db25cab,Passar
2436,612c058aa47a19001db66b7e,Faxinar
2437,612c058aa47a19001db66b7e,Passar
2438,612c058aa47a19001db66b7e,Lavar
2439,612c13f1a47a19001db66b92,Faxinar
2440,612c13f1a47a19001db66b92,Organizar
2441,612c13f1a47a19001db66b92,Lavar
2442,612c2c2fa47a19001db66bcd,Faxinar
2443,612c2c2fa47a19001db66bcd,Organizar
2444,612c52dfa47a19001db66c12,Faxinar
2445,612c52dfa47a19001db66c12,Organizar
2446,612c52dfa47a19001db66c12,Cozinhar
2447,612c52dfa47a19001db66c12,Lavar
2448,612c5cf7a47a19001db66c1d,Faxinar
2449,612cd44b0163220e274e7889,Lavar
2450,612cd44b0163220e274e7889,Faxinar
2451,612cd44b0163220e274e7889,Organizar
2452,612cd5c10163220e274e7891,Passar
2453,612cd5c10163220e274e7891,Lavar
2454,612cd5c10163220e274e7891,Cozinhar
2455,612cd5c10163220e274e7891,Faxinar
2456,612cd5c10163220e274e7891,Organizar
2457,612cde1b0163220e274e789d,Faxinar
2458,612cde1b0163220e274e789d,Lavar
2459,612cde1b0163220e274e789d,Passar
2460,612cde1b0163220e274e789d,Organizar
2461,612cde1b0163220e274e789d,Limpeza Residencial
2462,612cde1b0163220e274e789d,Limpeza Pós-Obra
2463,612cde1b0163220e274e789d,Higienização e Impermeabilização de Estofados
2464,612cde1b0163220e274e789d,Vidros e Fachadas
2465,612cde1b0163220e274e789d,Detalhamento Automotivo
2466,612ce98f0163220e274e78cf,Faxinar
2467,612ce98f0163220e274e78cf,Lavar
2468,612ce98f0163220e274e78cf,Organizar
2469,612d0c82addaa2001d854699,Cozinhar
2470,612d0c82addaa2001d854699,Lavar
2471,612d0c82addaa2001d854699,Passar
2472,612d0c82addaa2001d854699,Faxinar
2473,612d0c82addaa2001d854699,Organizar
2474,612d17796fb1cf001d3d44ab,Cozinhar
2475,612d17796fb1cf001d3d44ab,Lavar
2476,612d17796fb1cf001d3d44ab,Passar
2477,612d17796fb1cf001d3d44ab,Faxinar
2478,612d17796fb1cf001d3d44ab,Organizar
2479,612d1ce76fb1cf001d3d44bd,Faxinar
2480,612d24bd6fb1cf001d3d44d8,Faxinar
2481,612d24bd6fb1cf001d3d44d8,Cozinhar
2482,612d24bd6fb1cf001d3d44d8,Lavar
2483,612d24bd6fb1cf001d3d44d8,Organizar
2484,612d28756fb1cf001d3d44eb,Faxinar
2485,612d28756fb1cf001d3d44eb,Organizar
2486,612d2b9f6fb1cf001d3d44fe,Passar
2487,612d2b9f6fb1cf001d3d44fe,Faxinar
2488,612d2b9f6fb1cf001d3d44fe,Lavar
2489,612d2b9f6fb1cf001d3d44fe,Organizar
2490,612d34986fb1cf001d3d4510,Organizar
2491,612d34986fb1cf001d3d4510,Faxinar
2492,612d34986fb1cf001d3d4510,Cozinhar
2493,612d34986fb1cf001d3d4510,Lavar
2494,612d34986fb1cf001d3d4510,Passar
2495,612d85d25eeaf3001d0dba3b,Lavar
2496,612d85d25eeaf3001d0dba3b,Faxinar
2497,612d85d25eeaf3001d0dba3b,Organizar
2498,612d87b05eeaf3001d0dba45,Faxinar
2499,612e21cf5eeaf3001d0dbada,Cozinhar
2500,612e21cf5eeaf3001d0dbada,Lavar
2501,612e21cf5eeaf3001d0dbada,Faxinar
2502,612e21cf5eeaf3001d0dbada,Organizar
2503,612e33975eeaf3001d0dbb22,Faxinar
2504,612e33975eeaf3001d0dbb22,Organizar
2505,612e33975eeaf3001d0dbb22,Passar
2506,612e33975eeaf3001d0dbb22,Lavar
2507,612e52e25eeaf3001d0dbb75,Lavar
2508,612e52e25eeaf3001d0dbb75,Faxinar
2509,612e52e25eeaf3001d0dbb75,Passar
2510,612e52e25eeaf3001d0dbb75,Organizar
2511,612e565b5eeaf3001d0dbb7d,Faxinar
2512,612e565b5eeaf3001d0dbb7d,Lavar
2513,612e565b5eeaf3001d0dbb7d,Organizar
2514,612e565b5eeaf3001d0dbb7d,Passar
2515,612e56f65eeaf3001d0dbb82,Faxinar
2516,612e56f65eeaf3001d0dbb82,Organizar
2517,612e56f65eeaf3001d0dbb82,Passar
2518,612e56f65eeaf3001d0dbb82,Lavar
2519,612e67da5eeaf3001d0dbba4,Faxinar
2520,612e67da5eeaf3001d0dbba4,Organizar
2521,612e67da5eeaf3001d0dbba4,Lavar
2522,612e67da5eeaf3001d0dbba4,Passar
2523,612e67da5eeaf3001d0dbba4,Cozinhar
2524,612e9bf0fb250e001d55b159,Passar
2525,612e9bf0fb250e001d55b159,Faxinar
2526,612e9bf0fb250e001d55b159,Organizar
2527,612ebb93fb250e001d55b1b1,Faxinar
2528,612ebb93fb250e001d55b1b1,Passar
2529,612ebb93fb250e001d55b1b1,Lavar
2530,612ec477fb250e001d55b1c4,Faxinar
2531,612ec477fb250e001d55b1c4,Organizar
2532,612ec477fb250e001d55b1c4,Passar
2533,612ec477fb250e001d55b1c4,Lavar
2534,612f9b17fb250e001d55b2e2,Cozinhar
2535,612f9b17fb250e001d55b2e2,Faxinar
2536,612f9b17fb250e001d55b2e2,Organizar
2537,612f9b17fb250e001d55b2e2,Lavar
2538,612f9b17fb250e001d55b2e2,Passar
2539,612fb82002dfbd001d1b53d2,Faxinar
2540,612fb82002dfbd001d1b53d2,Organizar
2541,612fb82002dfbd001d1b53d2,Lavar
2542,612fc37d818cb7001d2390d0,Faxinar
2543,612fc37d818cb7001d2390d0,Organizar
2544,612fc37d818cb7001d2390d0,Lavar
2545,612fe6d7647df0001d2bd128,Cozinhar
2546,612fe6d7647df0001d2bd128,Lavar
2547,612fe6d7647df0001d2bd128,Passar
2548,612fe6d7647df0001d2bd128,Faxinar
2549,612fe6d7647df0001d2bd128,Organizar
2550,613002716c3fa0001d9fb804,Faxinar
2551,613002716c3fa0001d9fb804,Organizar
2552,613023646c3fa0001d9fb840,Faxinar
2553,613023646c3fa0001d9fb840,Organizar
2554,613023646c3fa0001d9fb840,Lavar
2555,6130c3de6c3fa0001d9fb8bc,Lavar
2556,6130c3de6c3fa0001d9fb8bc,Passar
2557,6130c3de6c3fa0001d9fb8bc,Faxinar
2558,6130c3de6c3fa0001d9fb8bc,Organizar
2559,6131126fc6ffc2001d8326d7,Cozinhar
2560,6131126fc6ffc2001d8326d7,Faxinar
2561,6131126fc6ffc2001d8326d7,Organizar
2562,6131126fc6ffc2001d8326d7,Lavar
2563,6131126fc6ffc2001d8326d7,Passar
2564,613123fdc6ffc2001d83270e,Faxinar
2565,613123fdc6ffc2001d83270e,Passar
2566,613123fdc6ffc2001d83270e,Lavar
2567,61312ca8c6ffc2001d832727,Faxinar
2568,61312ca8c6ffc2001d832727,Passar
2569,61312ca8c6ffc2001d832727,Cozinhar
2570,613140f1b13bcd001db8dd1c,Cozinhar
2571,613140f1b13bcd001db8dd1c,Lavar
2572,613140f1b13bcd001db8dd1c,Passar
2573,613140f1b13bcd001db8dd1c,Faxinar
2574,613140f1b13bcd001db8dd1c,Organizar
2575,61315854b13bcd001db8dd4e,Lavar
2576,61315854b13bcd001db8dd4e,Passar
2577,61315b69b13bcd001db8dd55,Faxinar
2578,61315b69b13bcd001db8dd55,Organizar
2579,61315cd9b13bcd001db8dd58,Faxinar
2580,61320f1fb13bcd001db8ddf5,Cozinhar
2581,61320f1fb13bcd001db8ddf5,Lavar
2582,61320f1fb13bcd001db8ddf5,Passar
2583,61320f1fb13bcd001db8ddf5,Faxinar
2584,61320f1fb13bcd001db8ddf5,Organizar
2585,613250fcb13bcd001db8de29,Cozinhar
2586,613250fcb13bcd001db8de29,Faxinar
2587,613250fcb13bcd001db8de29,Lavar
2588,613250fcb13bcd001db8de29,Organizar
2589,6132a1e217e472001d768136,Faxinar
2590,6132a1e217e472001d768136,Organizar
2591,61337daaad838b001df77f6c,Organizar
2592,61337daaad838b001df77f6c,Faxinar
2593,61337daaad838b001df77f6c,Passar
2594,6133ce16ad838b001df77fb7,Faxinar
2595,6133ce16ad838b001df77fb7,Organizar
2596,6133ce16ad838b001df77fb7,Lavar
2597,6133ce16ad838b001df77fb7,Passar
2598,6133f520ad838b001df77fd3,Faxinar
2599,6133f520ad838b001df77fd3,Organizar
2600,6133f520ad838b001df77fd3,Passar
2601,6133f520ad838b001df77fd3,Lavar
2602,61340347ad838b001df77fdb,Faxinar
2603,61340347ad838b001df77fdb,Passar
2604,61340347ad838b001df77fdb,Organizar
2605,61340347ad838b001df77fdb,Lavar
2606,6134080ead838b001df77fdf,Faxinar
2607,6134080ead838b001df77fdf,Organizar
2608,61340d18ad838b001df77fe5,Cozinhar
2609,61340d18ad838b001df77fe5,Lavar
2610,61340d18ad838b001df77fe5,Passar
2611,61340d18ad838b001df77fe5,Faxinar
2612,61340d18ad838b001df77fe5,Organizar
2613,61343266ad838b001df77ff6,Cozinhar
2614,61343266ad838b001df77ff6,Lavar
2615,61343266ad838b001df77ff6,Passar
2616,61343266ad838b001df77ff6,Faxinar
2617,61343266ad838b001df77ff6,Organizar
2618,61348f42ad838b001df78009,Faxinar
2619,61348f42ad838b001df78009,Organizar
2620,61348f42ad838b001df78009,Lavar
2621,61348f42ad838b001df78009,Passar
2622,6134cb46190886001d3b4d53,Faxinar
2623,6135026e190886001d3b4da1,Lavar
2624,6135026e190886001d3b4da1,Faxinar
2625,6135026e190886001d3b4da1,Organizar
2626,61355a5f190886001d3b4e01,Organizar
2627,61355a5f190886001d3b4e01,Faxinar
2628,61355a5f190886001d3b4e01,Lavar
2629,61356937190886001d3b4e15,Faxinar
2630,61356937190886001d3b4e15,Passar
2631,613623207dd28a001d174ec0,Faxinar
2632,613623207dd28a001d174ec0,Organizar
2633,613623207dd28a001d174ec0,Passar
2634,613623207dd28a001d174ec0,Lavar
2635,613623207dd28a001d174ec0,Cozinhar
2636,613632757dd28a001d174ed4,Cozinhar
2637,613632757dd28a001d174ed4,Faxinar
2638,613632757dd28a001d174ed4,Organizar
2639,613632757dd28a001d174ed4,Lavar
2640,61363b297dd28a001d174ede,Faxinar
2641,61363b297dd28a001d174ede,Organizar
2642,61363b327dd28a001d174edf,Faxinar
2643,61366ab07dd28a001d174f4b,Faxinar
2644,61366ab07dd28a001d174f4b,Organizar
2645,613688197dd28a001d174f7f,Faxinar
2646,613688197dd28a001d174f7f,Organizar
2647,613688197dd28a001d174f7f,Lavar
2648,613688527dd28a001d174f81,Faxinar
2649,6136ae287dd28a001d174fbe,Faxinar
2650,6136ae287dd28a001d174fbe,Cozinhar
2651,6136ae287dd28a001d174fbe,Organizar
2652,6136b58e7dd28a001d174fc9,Faxinar
2653,6136b58e7dd28a001d174fc9,Organizar
2654,613780ccae45a3001d1a20f9,Faxinar
2655,613780ccae45a3001d1a20f9,Cozinhar
2656,613780ccae45a3001d1a20f9,Passar
2657,613795e4ae45a3001d1a212e,Faxinar
2658,613795e4ae45a3001d1a212e,Organizar
2659,6137aec2ae45a3001d1a21c2,Faxinar
2660,6137aec2ae45a3001d1a21c2,Organizar
2661,6137ebc4ae45a3001d1a2289,Faxinar
2662,6137ebc4ae45a3001d1a2289,Organizar
2663,6137eedfae45a3001d1a2290,Faxinar
2664,613821ffae45a3001d1a22e4,Faxinar
2665,613821ffae45a3001d1a22e4,Lavar
2666,613821ffae45a3001d1a22e4,Passar
2667,613821ffae45a3001d1a22e4,Organizar
2668,6138598dae45a3001d1a230e,Faxinar
2669,6138834bae45a3001d1a2318,Cozinhar
2670,6138834bae45a3001d1a2318,Faxinar
2671,6138834bae45a3001d1a2318,Organizar
2672,6138834bae45a3001d1a2318,Lavar
2673,6138af6bae45a3001d1a236f,Faxinar
2674,6138af6bae45a3001d1a236f,Organizar
2675,6138af6bae45a3001d1a236f,Cozinhar
2676,6138b3afae45a3001d1a2381,Faxinar
2677,6138b3afae45a3001d1a2381,Organizar
2678,6138b3afae45a3001d1a2381,Cozinhar
2679,6138b80eae45a3001d1a23a0,Lavar
2680,6138b80eae45a3001d1a23a0,Passar
2681,6138b80eae45a3001d1a23a0,Faxinar
2682,6138bde2ae45a3001d1a23bf,Faxinar
2683,6138bde2ae45a3001d1a23bf,Lavar
2684,6138bde2ae45a3001d1a23bf,Passar
2685,6138bde2ae45a3001d1a23bf,Organizar
2686,6138c2cdd034ab001d7082d0,Faxinar
2687,6138c84bd034ab001d7082e2,Cozinhar
2688,6138c84bd034ab001d7082e2,Lavar
2689,6138c84bd034ab001d7082e2,Passar
2690,6138c84bd034ab001d7082e2,Faxinar
2691,6138c84bd034ab001d7082e2,Organizar
2692,6138fde7d034ab001d7083bc,Faxinar
2693,6138fde7d034ab001d7083bc,Passar
2694,6138fde7d034ab001d7083bc,Lavar
2695,61390bd4d034ab001d7083e4,Faxinar
2696,61390bd4d034ab001d7083e4,Organizar
2697,61390bd4d034ab001d7083e4,Passar
2698,61390bd4d034ab001d7083e4,Lavar
2699,61390bd4d034ab001d7083e4,Cozinhar
2700,613929dad034ab001d708456,Faxinar
2701,61394de2d034ab001d7084ad,Cozinhar
2702,61394de2d034ab001d7084ad,Lavar
2703,61394de2d034ab001d7084ad,Passar
2704,61394de2d034ab001d7084ad,Faxinar
2705,61394de2d034ab001d7084ad,Organizar
2706,613950bcd034ab001d7084b3,Faxinar
2707,6139e981d034ab001d70854a,Faxinar
2708,6139fa0bd034ab001d708583,Faxinar
2709,613a0081d034ab001d708584,Faxinar
2710,613a0081d034ab001d708584,Organizar
2711,613a0081d034ab001d708584,Lavar
2712,613a0081d034ab001d708584,Passar
2713,613a0081d034ab001d708584,Cozinhar
2714,613a07f2d034ab001d7085a2,Faxinar
2715,613a07f2d034ab001d7085a2,Organizar
2716,613a07f2d034ab001d7085a2,Lavar
2717,613a07f2d034ab001d7085a2,Cozinhar
2718,613a07f2d034ab001d7085a2,Passar
2719,613a157cd034ab001d7085b1,Faxinar
2720,613a157cd034ab001d7085b1,Organizar
2721,613a1ba8d034ab001d7085c9,Faxinar
2722,613a1ba8d034ab001d7085c9,Organizar
2723,613a1ba8d034ab001d7085c9,Passar
2724,613a1ba8d034ab001d7085c9,Lavar
2725,613a31b7248e0c001d3c607c,Faxinar
2726,613a31b7248e0c001d3c607c,Lavar
2727,613a31b7248e0c001d3c607c,Organizar
2728,613a4075248e0c001d3c60a6,Organizar
2729,613a4075248e0c001d3c60a6,Passar
2730,613a4075248e0c001d3c60a6,Lavar
2731,613a4213248e0c001d3c60ad,Faxinar
2732,613a4213248e0c001d3c60ad,Cozinhar
2733,613a4213248e0c001d3c60ad,Lavar
2734,613a4213248e0c001d3c60ad,Passar
2735,613a4ce5248e0c001d3c60d8,Cozinhar
2736,613a4ce5248e0c001d3c60d8,Lavar
2737,613a4ce5248e0c001d3c60d8,Passar
2738,613a4ce5248e0c001d3c60d8,Faxinar
2739,613a4ce5248e0c001d3c60d8,Organizar
2740,613a58b0248e0c001d3c60f8,Faxinar
2741,613a58b0248e0c001d3c60f8,Organizar
2742,613a606f248e0c001d3c6128,Faxinar
2743,613a606f248e0c001d3c6128,Organizar
2744,613a606f248e0c001d3c6128,Lavar
2745,613a6cc7248e0c001d3c6155,Faxinar
2746,613a859ba25a88001d0642d4,Faxinar
2747,613a859ba25a88001d0642d4,Passar
2748,613a859ba25a88001d0642d4,Organizar
2749,613a8845a25a88001d0642d9,Faxinar
2750,613a8845a25a88001d0642d9,Passar
2751,613a8e1ca25a88001d0642fb,Faxinar
2752,613aaf82a25a88001d064320,Faxinar
2753,613aaf82a25a88001d064320,Passar
2754,613aaf82a25a88001d064320,Cozinhar
2755,613adf69a25a88001d06434c,Lavar
2756,613adf69a25a88001d06434c,Passar
2757,613adf69a25a88001d06434c,Faxinar
2758,613adf69a25a88001d06434c,Organizar
2759,613ae352a25a88001d06434e,Lavar
2760,613ae352a25a88001d06434e,Passar
2761,613ae352a25a88001d06434e,Faxinar
2762,613ae352a25a88001d06434e,Organizar
2763,613ae352a25a88001d06434e,Limpeza Residencial
2764,613ae352a25a88001d06434e,Vidros e Fachadas
2765,613ae352a25a88001d06434e,Limpeza Pós-Obra
2766,613ae352a25a88001d06434e,Detalhamento Automotivo
2767,613ae352a25a88001d06434e,Higienização e Impermeabilização de Estofados
2768,613ae352a25a88001d06434e,Pisos e Pedras Naturais
2769,613ae352a25a88001d06434e,Cozinhar
2770,613b4377d8f1cd001d9cdb35,Faxinar
2771,613b4377d8f1cd001d9cdb35,Organizar
2772,613b84dad8f1cd001d9cdb93,Lavar
2773,613b84dad8f1cd001d9cdb93,Faxinar
2774,613b84dad8f1cd001d9cdb93,Cozinhar
2775,613b84dad8f1cd001d9cdb93,Organizar
2776,613b84dad8f1cd001d9cdb93,Passar
2777,613b8f5fd8f1cd001d9cdba3,Faxinar
2778,613b8f5fd8f1cd001d9cdba3,Organizar
2779,613b8f5fd8f1cd001d9cdba3,Passar
2780,613b91fcd8f1cd001d9cdbae,Faxinar
2781,613b91fcd8f1cd001d9cdbae,Organizar
2782,613bd307d8f1cd001d9cdc35,Faxinar
2783,613bd86dd8f1cd001d9cdc57,Faxinar
2784,613bd86dd8f1cd001d9cdc57,Organizar
2785,613bd86dd8f1cd001d9cdc57,Lavar
2786,613bd86dd8f1cd001d9cdc57,Passar
2787,613be8c8d8f1cd001d9cdc86,Faxinar
2788,613bf167d8f1cd001d9cdca3,Lavar
2789,613bf167d8f1cd001d9cdca3,Organizar
2790,613bf167d8f1cd001d9cdca3,Faxinar
2791,613bff03d8f1cd001d9cdcbb,Cozinhar
2792,613bff03d8f1cd001d9cdcbb,Lavar
2793,613bff03d8f1cd001d9cdcbb,Passar
2794,613bff03d8f1cd001d9cdcbb,Faxinar
2795,613bff03d8f1cd001d9cdcbb,Organizar
2796,613c0b52d8f1cd001d9cdcc5,Faxinar
2797,613ccda81a7f68001dc8c4ac,Cozinhar
2798,613ccda81a7f68001dc8c4ac,Passar
2799,613ccda81a7f68001dc8c4ac,Faxinar
2800,613ccda81a7f68001dc8c4ac,Lavar
2801,613ccda81a7f68001dc8c4ac,Organizar
2802,613cf7be2d0fa004b20f7373,Faxinar
2803,613cf7be2d0fa004b20f7373,Lavar
2804,613cf7be2d0fa004b20f7373,Organizar
2805,613d134d2d0fa004b20f739e,Faxinar
2806,613d134d2d0fa004b20f739e,Organizar
2807,613d134d2d0fa004b20f739e,Lavar
2808,613d134d2d0fa004b20f739e,Passar
2809,613d168c2d0fa004b20f73a9,Passar
2810,613d168c2d0fa004b20f73a9,Faxinar
2811,613d16e72d0fa004b20f73aa,Passar
2812,613d16e72d0fa004b20f73aa,Faxinar
2813,613d16e72d0fa004b20f73aa,Organizar
2814,613d16e72d0fa004b20f73aa,Limpeza Pós-Obra
2815,613d16e72d0fa004b20f73aa,Limpeza Residencial
2816,613d16e72d0fa004b20f73aa,Higienização e Impermeabilização de Estofados
2817,613d6f812d0fa004b20f73f9,Organizar
2818,613d6f812d0fa004b20f73f9,Faxinar
2819,613dcbf42d0fa004b20f7409,Passar
2820,613dcbf42d0fa004b20f7409,Faxinar
2821,613dcbf42d0fa004b20f7409,Organizar
2822,613e3b62051b28001d37420f,Faxinar
2823,613e8124051b28001d374252,Faxinar
2824,613f7036d022bb001dab32fe,Lavar
2825,613f7036d022bb001dab32fe,Passar
2826,613f7036d022bb001dab32fe,Faxinar
2827,613f7036d022bb001dab32fe,Organizar
2828,613f7b14d022bb001dab331f,Faxinar
2829,613f7b14d022bb001dab331f,Lavar
2830,613f7b14d022bb001dab331f,Passar
2831,613fac010837b3001d4f6cb6,Cozinhar
2832,613fac010837b3001d4f6cb6,Lavar
2833,613fac010837b3001d4f6cb6,Passar
2834,613fac010837b3001d4f6cb6,Faxinar
2835,613fac010837b3001d4f6cb6,Organizar
2836,613fc44dcf0c3a001d1a8492,Cozinhar
2837,613fc44dcf0c3a001d1a8492,Faxinar
2838,613fc44dcf0c3a001d1a8492,Lavar
2839,613fc44dcf0c3a001d1a8492,Organizar
2840,613fc4e2cf0c3a001d1a849b,Faxinar
