dataframe_name,total_rows,total_columns,schema_validation_passed,validation_error_count,missing_values_total,missing_values_per_column_json,data_types_per_column_json,primary_key_null_count,duplicate_pk_values_count
profile_services_junction,10266,3,True,0,0,{},"{""profile_service_pk"": ""int64"", ""profile_id"": ""object"", ""service_id"": ""int64""}",0,0
