dataframe_name,total_rows,total_columns,schema_validation_passed,validation_error_count,missing_values_total,missing_values_per_column_json,data_types_per_column_json,primary_key_null_count,duplicate_pk_values_count
JobEvaluationCriteria,3178,4,True,0,0,{},"{""job_evaluation_criterion_pk"": ""int64"", ""solicitation_id"": ""object"", ""criterion_name"": ""object"", ""criterion_stars"": ""float64""}",0,0
