dataframe_name,total_rows,total_columns,schema_validation_passed,validation_error_count,missing_values_total,missing_values_per_column_json,data_types_per_column_json,primary_key_null_count,duplicate_pk_values_count
BadgeTypes,18,4,True,0,0,{},"{""badge_type_id"": ""object"", ""badge_title"": ""object"", ""badge_description"": ""object"", ""badge_image_url"": ""object""}",0,0
