dataframe_name,total_rows,total_columns,schema_validation_passed,validation_error_count,missing_values_total,missing_values_per_column_json,data_types_per_column_json,primary_key_null_count,duplicate_pk_values_count
flattened_profiles,3017,34,True,0,4292,"{""profile_enabledInstagramFeed"": 1229, ""profile_fullSchedule"": 32, ""profile_online"": 4, ""profile_ultimoPagamento"": 1903, ""profile_ultimoAcesso"": 1124}","{""worker_id_from_filename"": ""object"", ""source_filename"": ""object"", ""profile_enabledInstagramFeed"": ""boolean"", ""profile_fullSchedule"": ""boolean"", ""profile_online"": ""boolean"", ""profile_next"": ""Int64"", ""profile_nome"": ""object"", ""profile_sobrenome"": ""object"", ""profile_historico"": ""object"", ""profile_uf"": ""object"", ""profile_imagem"": ""string"", ""profile_cidade"": ""object"", ""profile_bairro"": ""object"", ""profile_valor"": ""float64"", ""profile_ultimoPagamento"": ""datetime64[ns, UTC]"", ""profile_ultimoAcesso"": ""datetime64[ns, UTC]"", ""profile_createdAt"": ""datetime64[ns, UTC]"", ""profile_totalDicas"": ""Int64"", ""profile_totalRecomendacoes"": ""Int64"", ""profile_totalMatchs"": ""Int64"", ""profile_totalSelos"": ""Int64"", ""profile_totalPropostasVisualizadas"": ""Int64"", ""profile_totalScore"": ""Int64"", ""profile_porcentagemContratacao"": ""Int64"", ""profile_tempoMedioVisualizacaoOferta"": ""Int64"", ""profile_rating"": ""float64"", ""profile_servicos_json"": ""object"", ""profile_regioes_json"": ""object"", ""profile_comentarios_json"": ""object"", ""profile_solicitacoes_json"": ""object"", ""profile_selos_json"": ""object"", ""profile_hints_json"": ""object"", ""profile_mesesPagos_json"": ""object"", ""profile_id"": ""object""}",0,0
