dataframe_name,total_rows,total_columns,schema_validation_passed,validation_error_count,missing_values_total,missing_values_per_column_json,data_types_per_column_json,primary_key_null_count,duplicate_pk_values_count
services_master,11,2,True,0,0,{},"{""service_id"": ""int64"", ""service_name"": ""object""}",0,0
